
     ***************************************
                   第    1   荷载步
     ***************************************


              节点位移 
=======================================

 节点号        u            V            W           Rx           Ry           Rz
   6    -1.03e-004     0.00e+000     0.00e+000    -1.05e-006     5.14e-019    -3.89e-033
   7    -6.37e-005     0.00e+000     0.00e+000    -1.05e-006     4.04e-023    -3.89e-033
   8    -6.37e-005     0.00e+000     0.00e+000    -1.05e-006     4.04e-023    -3.89e-033
   9    -6.37e-005     0.00e+000     0.00e+000    -1.05e-006     4.04e-023    -3.89e-033
  10    -4.42e-005     0.00e+000     0.00e+000    -1.05e-006    -2.57e-019    -3.77e-033
  11    -4.42e-005     0.00e+000     0.00e+000    -1.05e-006    -2.57e-019    -3.77e-033
  12    -2.46e-005     0.00e+000     0.00e+000    -1.05e-006    -5.14e-019    -3.89e-033
  13    -6.37e-005     0.00e+000     0.00e+000    -1.05e-006     4.04e-023    -3.89e-033
  14    -6.37e-005     0.00e+000     0.00e+000    -1.05e-006     4.04e-023    -3.89e-033
  15    -6.37e-005     0.00e+000     0.00e+000    -1.05e-006     4.04e-023    -3.89e-033
  16    -8.33e-005     0.00e+000     0.00e+000    -1.05e-006     2.57e-019    -3.78e-033
  17    -8.33e-005     0.00e+000     0.00e+000    -1.05e-006     2.57e-019    -3.78e-033
  18    -1.03e-004     0.00e+000     0.00e+000    -1.05e-006     5.14e-019    -3.89e-033
  19    -6.37e-005     0.00e+000     0.00e+000    -1.05e-006     4.04e-023    -3.89e-033
  20    -6.37e-005     0.00e+000     0.00e+000    -1.05e-006     4.04e-023    -3.89e-033
  21    -6.37e-005     0.00e+000     0.00e+000    -1.05e-006     4.04e-023    -3.89e-033
  22    -4.42e-005     0.00e+000     0.00e+000    -1.05e-006    -2.57e-019    -3.77e-033
  23    -4.42e-005     0.00e+000     0.00e+000    -1.05e-006    -2.57e-019    -3.77e-033
  24    -2.46e-005     0.00e+000     0.00e+000    -1.05e-006    -5.14e-019    -3.89e-033
 单元号：             14
高斯点     Stra11       Stra22        Stra33        Stra12        Stra13        Stra23
   1    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
   2    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
   3    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
   4    -8.66e-005     0.00e+000     0.00e+000    -6.61e-007     1.93e-019    -6.23e-033
   5    -8.66e-005     0.00e+000     0.00e+000    -6.61e-007     1.93e-019    -6.23e-033
   6    -1.10e-004     0.00e+000     0.00e+000    -6.61e-007     3.86e-019    -6.15e-033
   7    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
   8    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
   9    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
  10    -4.02e-005     0.00e+000     0.00e+000    -6.61e-007    -1.93e-019    -6.23e-033
  11    -4.02e-005     0.00e+000     0.00e+000    -6.61e-007    -1.93e-019    -6.23e-033
  12    -1.71e-005     0.00e+000     0.00e+000    -6.61e-007    -3.86e-019    -6.15e-033
  13    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
  14    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
  15    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
  16    -8.66e-005     0.00e+000     0.00e+000    -6.61e-007     1.93e-019    -6.23e-033
  17    -8.66e-005     0.00e+000     0.00e+000    -6.61e-007     1.93e-019    -6.23e-033
  18    -1.10e-004     0.00e+000     0.00e+000    -6.61e-007     3.86e-019    -6.15e-033
  19    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
  20    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
  21    -6.34e-005     0.00e+000     0.00e+000    -6.61e-007     4.19e-023    -6.23e-033
  22    -4.02e-005     0.00e+000     0.00e+000    -6.61e-007    -1.93e-019    -6.23e-033
  23    -4.02e-005     0.00e+000     0.00e+000    -6.61e-007    -1.93e-019    -6.23e-033
  24    -1.71e-005     0.00e+000     0.00e+000    -6.61e-007    -3.86e-019    -6.15e-033
 单元号：             15
高斯点     Stra11       Stra22        Stra33        Stra12        Stra13        Stra23
   1    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
   2    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
   3    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
   4    -8.83e-005     0.00e+000     0.00e+000    -2.25e-007     3.48e-021     3.11e-033
   5    -8.83e-005     0.00e+000     0.00e+000    -2.25e-007     3.48e-021     3.11e-033
   6    -1.13e-004     0.00e+000     0.00e+000    -2.25e-007     6.91e-021     3.15e-033
   7    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
   8    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
   9    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
  10    -3.82e-005     0.00e+000     0.00e+000    -2.25e-007    -3.39e-021     3.11e-033
  11    -3.82e-005     0.00e+000     0.00e+000    -2.25e-007    -3.39e-021     3.11e-033
  12    -1.32e-005     0.00e+000     0.00e+000    -2.25e-007    -6.82e-021     3.15e-033
  13    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
  14    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
  15    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
  16    -8.83e-005     0.00e+000     0.00e+000    -2.25e-007     3.48e-021     3.11e-033
  17    -8.83e-005     0.00e+000     0.00e+000    -2.25e-007     3.48e-021     3.11e-033
  18    -1.13e-004     0.00e+000     0.00e+000    -2.25e-007     6.91e-021     3.15e-033
  19    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
  20    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
  21    -6.33e-005     0.00e+000     0.00e+000    -2.25e-007     4.35e-023     3.12e-033
  22    -3.82e-005     0.00e+000     0.00e+000    -2.25e-007    -3.39e-021     3.11e-033
  23    -3.82e-005     0.00e+000     0.00e+000    -2.25e-007    -3.39e-021     3.11e-033
  24    -1.32e-005     0.00e+000     0.00e+000    -2.25e-007    -6.82e-021     3.15e-033
 单元号：             16
高斯点     Stra11       Stra22        Stra33        Stra12        Stra13        Stra23
   1    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
   2    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
   3    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
   4    -8.83e-005     0.00e+000     0.00e+000     2.25e-007    -1.92e-019     3.05e-033
   5    -8.83e-005     0.00e+000     0.00e+000     2.25e-007    -1.92e-019     3.05e-033
   6    -1.13e-004     0.00e+000     0.00e+000     2.25e-007    -3.84e-019     3.09e-033
   7    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
   8    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
   9    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
  10    -3.82e-005     0.00e+000     0.00e+000     2.25e-007     1.92e-019     3.05e-033
  11    -3.82e-005     0.00e+000     0.00e+000     2.25e-007     1.92e-019     3.05e-033
  12    -1.32e-005     0.00e+000     0.00e+000     2.25e-007     3.84e-019     3.09e-033
  13    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
  14    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
  15    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
  16    -8.83e-005     0.00e+000     0.00e+000     2.25e-007    -1.92e-019     3.05e-033
  17    -8.83e-005     0.00e+000     0.00e+000     2.25e-007    -1.92e-019     3.05e-033
  18    -1.13e-004     0.00e+000     0.00e+000     2.25e-007    -3.84e-019     3.09e-033
  19    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
  20    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
  21    -6.33e-005     0.00e+000     0.00e+000     2.25e-007     4.51e-023     3.06e-033
  22    -3.82e-005     0.00e+000     0.00e+000     2.25e-007     1.92e-019     3.05e-033
  23    -3.82e-005     0.00e+000     0.00e+000     2.25e-007     1.92e-019     3.05e-033
  24    -1.32e-005     0.00e+000     0.00e+000     2.25e-007     3.84e-019     3.09e-033
 单元号：             17
高斯点     Stra11       Stra22        Stra33        Stra12        Stra13        Stra23
   1    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
   2    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
   3    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
   4    -8.66e-005     0.00e+000     0.00e+000     6.61e-007    -2.61e-019    -5.94e-033
   5    -8.66e-005     0.00e+000     0.00e+000     6.61e-007    -2.61e-019    -5.94e-033
   6    -1.10e-004     0.00e+000     0.00e+000     6.61e-007    -5.21e-019    -5.86e-033
   7    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
   8    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
   9    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
  10    -4.02e-005     0.00e+000     0.00e+000     6.61e-007     2.61e-019    -5.93e-033
  11    -4.02e-005     0.00e+000     0.00e+000     6.61e-007     2.61e-019    -5.93e-033
  12    -1.71e-005     0.00e+000     0.00e+000     6.61e-007     5.21e-019    -5.86e-033
  13    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
  14    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
  15    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
  16    -8.66e-005     0.00e+000     0.00e+000     6.61e-007    -2.61e-019    -5.94e-033
  17    -8.66e-005     0.00e+000     0.00e+000     6.61e-007    -2.61e-019    -5.94e-033
  18    -1.10e-004     0.00e+000     0.00e+000     6.61e-007    -5.21e-019    -5.86e-033
  19    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
  20    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
  21    -6.34e-005     0.00e+000     0.00e+000     6.61e-007     4.66e-023    -5.93e-033
  22    -4.02e-005     0.00e+000     0.00e+000     6.61e-007     2.61e-019    -5.93e-033
  23    -4.02e-005     0.00e+000     0.00e+000     6.61e-007     2.61e-019    -5.93e-033
  24    -1.71e-005     0.00e+000     0.00e+000     6.61e-007     5.21e-019    -5.86e-033
 单元号：             18
高斯点     Stra11       Stra22        Stra33        Stra12        Stra13        Stra23
   1    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
   2    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
   3    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
   4    -8.33e-005     0.00e+000     0.00e+000     1.05e-006    -2.31e-019    -3.57e-033
   5    -8.33e-005     0.00e+000     0.00e+000     1.05e-006    -2.31e-019    -3.57e-033
   6    -1.03e-004     0.00e+000     0.00e+000     1.05e-006    -4.61e-019    -3.67e-033
   7    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
   8    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
   9    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
  10    -4.42e-005     0.00e+000     0.00e+000     1.05e-006     2.31e-019    -3.56e-033
  11    -4.42e-005     0.00e+000     0.00e+000     1.05e-006     2.31e-019    -3.56e-033
  12    -2.46e-005     0.00e+000     0.00e+000     1.05e-006     4.61e-019    -3.67e-033
  13    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
  14    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
  15    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
  16    -8.33e-005     0.00e+000     0.00e+000     1.05e-006    -2.31e-019    -3.57e-033
  17    -8.33e-005     0.00e+000     0.00e+000     1.05e-006    -2.31e-019    -3.57e-033
  18    -1.03e-004     0.00e+000     0.00e+000     1.05e-006    -4.61e-019    -3.67e-033
  19    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
  20    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
  21    -6.37e-005     0.00e+000     0.00e+000     1.05e-006     4.82e-023    -3.67e-033
  22    -4.42e-005     0.00e+000     0.00e+000     1.05e-006     2.31e-019    -3.56e-033
  23    -4.42e-005     0.00e+000     0.00e+000     1.05e-006     2.31e-019    -3.56e-033
  24    -2.46e-005     0.00e+000     0.00e+000     1.05e-006     4.61e-019    -3.67e-033
 单元号：             19
高斯点     Stra11       Stra22        Stra33        Stra12        Stra13        Stra23
   1    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
   2    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
   3    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
   4    -7.87e-005     0.00e+000     0.00e+000     1.37e-006    -2.59e-019    -6.59e-034
   5    -7.87e-005     0.00e+000     0.00e+000     1.37e-006    -2.59e-019    -6.59e-034
   6    -9.32e-005     0.00e+000     0.00e+000     1.37e-006    -5.17e-019    -6.65e-034
   7    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
   8    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
   9    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
  10    -4.98e-005     0.00e+000     0.00e+000     1.37e-006     2.59e-019    -6.74e-034
  11    -4.98e-005     0.00e+000     0.00e+000     1.37e-006     2.59e-019    -6.74e-034
  12    -3.53e-005     0.00e+000     0.00e+000     1.37e-006     5.18e-019    -6.83e-034
  13    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
  14    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
  15    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
  16    -7.87e-005     0.00e+000     0.00e+000     1.37e-006    -2.59e-019    -6.59e-034
  17    -7.87e-005     0.00e+000     0.00e+000     1.37e-006    -2.59e-019    -6.59e-034
  18    -9.32e-005     0.00e+000     0.00e+000     1.37e-006    -5.17e-019    -6.65e-034
  19    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
  20    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
  21    -6.42e-005     0.00e+000     0.00e+000     1.37e-006     4.96e-023    -5.47e-034
  22    -4.98e-005     0.00e+000     0.00e+000     1.37e-006     2.59e-019    -6.74e-034
  23    -4.98e-005     0.00e+000     0.00e+000     1.37e-006     2.59e-019    -6.74e-034
  24    -3.53e-005     0.00e+000     0.00e+000     1.37e-006     5.18e-019    -6.83e-034
 单元号：             20
高斯点     Stra11       Stra22        Stra33        Stra12        Stra13        Stra23
   1    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
   2    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
   3    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
   4    -7.30e-005     0.00e+000     0.00e+000     1.60e-006    -3.19e-019     8.15e-033
   5    -7.30e-005     0.00e+000     0.00e+000     1.60e-006    -3.19e-019     8.15e-033
   6    -8.12e-005     0.00e+000     0.00e+000     1.60e-006    -6.39e-019     8.15e-033
   7    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
   8    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
   9    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
  10    -5.67e-005     0.00e+000     0.00e+000     1.60e-006     3.20e-019     8.14e-033
  11    -5.67e-005     0.00e+000     0.00e+000     1.60e-006     3.20e-019     8.14e-033
  12    -4.86e-005     0.00e+000     0.00e+000     1.60e-006     6.39e-019     8.14e-033
  13    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
  14    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
  15    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
  16    -7.30e-005     0.00e+000     0.00e+000     1.60e-006    -3.19e-019     8.15e-033
  17    -7.30e-005     0.00e+000     0.00e+000     1.60e-006    -3.19e-019     8.15e-033
  18    -8.12e-005     0.00e+000     0.00e+000     1.60e-006    -6.39e-019     8.15e-033
  19    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
  20    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
  21    -6.49e-005     0.00e+000     0.00e+000     1.60e-006     5.09e-023     7.90e-033
  22    -5.67e-005     0.00e+000     0.00e+000     1.60e-006     3.20e-019     8.14e-033
  23    -5.67e-005     0.00e+000     0.00e+000     1.60e-006     3.20e-019     8.14e-033
  24    -4.86e-005     0.00e+000     0.00e+000     1.60e-006     6.39e-019     8.14e-033
 单元号：             21
高斯点     Stra11       Stra22        Stra33        Stra12        Stra13        Stra23
   1    -6.57e-005     0.00e+000     0.00e+000     1.70e-006     5.22e-023    -1.34e-033
   2    -6.57e-005     0.00e+000     0.00e+000     1.70e-006     5.22e-023    -1.34e-033
   3    -6.57e-005     0.00e+000     0.00e+000     1.70e-006     5.22e-023    -1.34e-033
   4    -6.68e-005     0.00e+000     0.00e+000     1.70e-006    -3.33e-019    -1.74e-033
   5    -6.68e-005     0.00e+000     0.00e+000     1.70e-006    -3.33e-019    -1.74e-033
   6    -6.79e-005     0.00e+000     0.00e+000     1.70e-006    -6.66e-019    -1.31e-033
   7    -6.57e-005     0.00e+000     0.00e+000     1.70e-006     5.22e-023    -1.34e-033
   8    -6.57e-005     0.00e+000     0.00e+000     1.70e-006     5.22e-023    -1.34e-033
   9    -6.57e-005     0.00e+000     0.00e+000     1.70e-006     5.22e-023    -1.34e-033
  10    -6.46e-005     0.00e+000     0.00e+000     1.70e-006     3.33e-019    -1.74e-033
  11    -6.46e-005     0.00e+000     0.00e+000     1.70e-006     3.33e-019    -1.74e-033
