
     ***************************************
                   第    1   荷载步
     ***************************************


              节点位移 
=======================================

 节点号        u            V            W           Rx           Ry           Rz
  18    -2.21e+002     0.00e+000     0.00e+000     2.31e+000    -9.02e-013    -1.78e-027
  19    -2.14e+002     0.00e+000     0.00e+000     2.31e+000     5.99e-017    -1.82e-027
  20    -2.14e+002     0.00e+000     0.00e+000     2.31e+000     5.99e-017    -1.82e-027
  21    -2.14e+002     0.00e+000     0.00e+000     2.31e+000     5.99e-017    -1.82e-027
  22    -2.10e+002     0.00e+000     0.00e+000     2.31e+000     4.51e-013    -2.36e-027
  23    -2.10e+002     0.00e+000     0.00e+000     2.31e+000     4.51e-013    -2.36e-027
  24    -2.07e+002     0.00e+000     0.00e+000     2.31e+000     9.02e-013    -1.71e-027
 单元号：             22
高斯点     Stre11       Stre22        Stre33        Stre12        Stre13        Stre23
   1    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
   2    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
   3    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
   4    -1.97e+002     0.00e+000     0.00e+000     2.25e+000    -4.46e-013    -3.58e-027
   5    -1.97e+002     0.00e+000     0.00e+000     2.25e+000    -4.46e-013    -3.58e-027
   6    -1.76e+002     0.00e+000     0.00e+000     2.25e+000    -8.92e-013    -3.22e-027
   7    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
   8    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
   9    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
  10    -2.37e+002     0.00e+000     0.00e+000     2.25e+000     4.46e-013    -3.62e-027
  11    -2.37e+002     0.00e+000     0.00e+000     2.25e+000     4.46e-013    -3.62e-027
  12    -2.57e+002     0.00e+000     0.00e+000     2.25e+000     8.92e-013    -3.25e-027
  13    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
  14    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
  15    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
  16    -1.97e+002     0.00e+000     0.00e+000     2.25e+000    -4.46e-013    -3.58e-027
  17    -1.97e+002     0.00e+000     0.00e+000     2.25e+000    -4.46e-013    -3.58e-027
  18    -1.76e+002     0.00e+000     0.00e+000     2.25e+000    -8.92e-013    -3.22e-027
  19    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
  20    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
  21    -2.17e+002     0.00e+000     0.00e+000     2.25e+000     5.99e-017    -3.33e-027
  22    -2.37e+002     0.00e+000     0.00e+000     2.25e+000     4.46e-013    -3.62e-027
  23    -2.37e+002     0.00e+000     0.00e+000     2.25e+000     4.46e-013    -3.62e-027
  24    -2.57e+002     0.00e+000     0.00e+000     2.25e+000     8.92e-013    -3.25e-027
 单元号：             23
高斯点     Stre11       Stre22        Stre33        Stre12        Stre13        Stre23
   1    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
   2    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
   3    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
   4    -1.78e+002     0.00e+000     0.00e+000     1.98e+000    -4.18e-013     3.30e-027
   5    -1.78e+002     0.00e+000     0.00e+000     1.98e+000    -4.18e-013     3.30e-027
   6    -1.35e+002     0.00e+000     0.00e+000     1.98e+000    -8.35e-013     3.71e-027
   7    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
   8    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
   9    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
  10    -2.63e+002     0.00e+000     0.00e+000     1.98e+000     4.18e-013     3.20e-027
  11    -2.63e+002     0.00e+000     0.00e+000     1.98e+000     4.18e-013     3.20e-027
  12    -3.06e+002     0.00e+000     0.00e+000     1.98e+000     8.36e-013     3.60e-027
  13    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
  14    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
  15    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
  16    -1.78e+002     0.00e+000     0.00e+000     1.98e+000    -4.18e-013     3.30e-027
  17    -1.78e+002     0.00e+000     0.00e+000     1.98e+000    -4.18e-013     3.30e-027
  18    -1.35e+002     0.00e+000     0.00e+000     1.98e+000    -8.35e-013     3.71e-027
  19    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
  20    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
  21    -2.21e+002     0.00e+000     0.00e+000     1.98e+000     5.99e-017     3.64e-027
  22    -2.63e+002     0.00e+000     0.00e+000     1.98e+000     4.18e-013     3.20e-027
  23    -2.63e+002     0.00e+000     0.00e+000     1.98e+000     4.18e-013     3.20e-027
  24    -3.06e+002     0.00e+000     0.00e+000     1.98e+000     8.36e-013     3.60e-027
 单元号：             24
高斯点     Stre11       Stre22        Stre33        Stre12        Stre13        Stre23
   1    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
   2    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
   3    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
   4    -1.64e+002     0.00e+000     0.00e+000     1.48e+000    -4.42e-013    -2.03e-027
   5    -1.64e+002     0.00e+000     0.00e+000     1.48e+000    -4.42e-013    -2.03e-027
   6    -1.02e+002     0.00e+000     0.00e+000     1.48e+000    -8.85e-013    -2.49e-027
   7    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
   8    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
   9    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
  10    -2.86e+002     0.00e+000     0.00e+000     1.48e+000     4.42e-013    -2.06e-027
  11    -2.86e+002     0.00e+000     0.00e+000     1.48e+000     4.42e-013    -2.06e-027
  12    -3.48e+002     0.00e+000     0.00e+000     1.48e+000     8.85e-013    -2.58e-027
  13    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
  14    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
  15    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
  16    -1.64e+002     0.00e+000     0.00e+000     1.48e+000    -4.42e-013    -2.03e-027
  17    -1.64e+002     0.00e+000     0.00e+000     1.48e+000    -4.42e-013    -2.03e-027
  18    -1.02e+002     0.00e+000     0.00e+000     1.48e+000    -8.85e-013    -2.49e-027
  19    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
  20    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
  21    -2.25e+002     0.00e+000     0.00e+000     1.48e+000     5.99e-017    -1.42e-027
  22    -2.86e+002     0.00e+000     0.00e+000     1.48e+000     4.42e-013    -2.06e-027
  23    -2.86e+002     0.00e+000     0.00e+000     1.48e+000     4.42e-013    -2.06e-027
  24    -3.48e+002     0.00e+000     0.00e+000     1.48e+000     8.85e-013    -2.58e-027
 单元号：             25
高斯点     Stre11       Stre22        Stre33        Stre12        Stre13        Stre23
   1    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
   2    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
   3    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
   4    -1.56e+002     0.00e+000     0.00e+000     7.25e-001    -3.70e-013    -7.84e-028
   5    -1.56e+002     0.00e+000     0.00e+000     7.25e-001    -3.70e-013    -7.84e-028
   6    -8.29e+001     0.00e+000     0.00e+000     7.25e-001    -7.41e-013    -1.11e-027
   7    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
   8    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
   9    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
  10    -3.03e+002     0.00e+000     0.00e+000     7.25e-001     3.70e-013    -8.41e-028
  11    -3.03e+002     0.00e+000     0.00e+000     7.25e-001     3.70e-013    -8.41e-028
  12    -3.77e+002     0.00e+000     0.00e+000     7.25e-001     7.41e-013    -1.23e-027
  13    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
  14    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
  15    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
  16    -1.56e+002     0.00e+000     0.00e+000     7.25e-001    -3.70e-013    -7.84e-028
  17    -1.56e+002     0.00e+000     0.00e+000     7.25e-001    -3.70e-013    -7.84e-028
  18    -8.29e+001     0.00e+000     0.00e+000     7.25e-001    -7.41e-013    -1.11e-027
  19    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
  20    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
  21    -2.30e+002     0.00e+000     0.00e+000     7.25e-001     5.99e-017    -3.48e-028
  22    -3.03e+002     0.00e+000     0.00e+000     7.25e-001     3.70e-013    -8.41e-028
  23    -3.03e+002     0.00e+000     0.00e+000     7.25e-001     3.70e-013    -8.41e-028
  24    -3.77e+002     0.00e+000     0.00e+000     7.25e-001     7.41e-013    -1.23e-027
 单元号：             26
高斯点     Stre11       Stre22        Stre33        Stre12        Stre13        Stre23
   1    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
   2    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
   3    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
   4    -1.59e+002     0.00e+000     0.00e+000    -2.83e-001    -3.55e-013    -2.69e-027
   5    -1.59e+002     0.00e+000     0.00e+000    -2.83e-001    -3.55e-013    -2.69e-027
   6    -8.35e+001     0.00e+000     0.00e+000    -2.83e-001    -7.10e-013    -2.69e-027
   7    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
   8    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
   9    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
  10    -3.11e+002     0.00e+000     0.00e+000    -2.83e-001     3.55e-013    -2.56e-027
  11    -3.11e+002     0.00e+000     0.00e+000    -2.83e-001     3.55e-013    -2.56e-027
  12    -3.87e+002     0.00e+000     0.00e+000    -2.83e-001     7.10e-013    -2.62e-027
  13    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
  14    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
  15    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
  16    -1.59e+002     0.00e+000     0.00e+000    -2.83e-001    -3.55e-013    -2.69e-027
  17    -1.59e+002     0.00e+000     0.00e+000    -2.83e-001    -3.55e-013    -2.69e-027
  18    -8.35e+001     0.00e+000     0.00e+000    -2.83e-001    -7.10e-013    -2.69e-027
  19    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
  20    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
  21    -2.35e+002     0.00e+000     0.00e+000    -2.83e-001     5.99e-017    -2.93e-027
  22    -3.11e+002     0.00e+000     0.00e+000    -2.83e-001     3.55e-013    -2.56e-027
  23    -3.11e+002     0.00e+000     0.00e+000    -2.83e-001     3.55e-013    -2.56e-027
  24    -3.87e+002     0.00e+000     0.00e+000    -2.83e-001     7.10e-013    -2.62e-027
 单元号：             27
高斯点     Stre11       Stre22        Stre33        Stre12        Stre13        Stre23
   1    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
   2    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
   3    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
   4    -1.76e+002     0.00e+000     0.00e+000    -1.54e+000    -3.33e-013    -3.49e-027
   5    -1.76e+002     0.00e+000     0.00e+000    -1.54e+000    -3.33e-013    -3.49e-027
   6    -1.11e+002     0.00e+000     0.00e+000    -1.54e+000    -6.67e-013    -3.72e-027
   7    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
   8    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
   9    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
  10    -3.07e+002     0.00e+000     0.00e+000    -1.54e+000     3.33e-013    -3.41e-027
  11    -3.07e+002     0.00e+000     0.00e+000    -1.54e+000     3.33e-013    -3.41e-027
  12    -3.72e+002     0.00e+000     0.00e+000    -1.54e+000     6.67e-013    -3.80e-027
  13    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
  14    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
  15    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
  16    -1.76e+002     0.00e+000     0.00e+000    -1.54e+000    -3.33e-013    -3.49e-027
  17    -1.76e+002     0.00e+000     0.00e+000    -1.54e+000    -3.33e-013    -3.49e-027
  18    -1.11e+002     0.00e+000     0.00e+000    -1.54e+000    -6.67e-013    -3.72e-027
  19    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
  20    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
  21    -2.41e+002     0.00e+000     0.00e+000    -1.54e+000     5.99e-017    -3.60e-027
  22    -3.07e+002     0.00e+000     0.00e+000    -1.54e+000     3.33e-013    -3.41e-027
  23    -3.07e+002     0.00e+000     0.00e+000    -1.54e+000     3.33e-013    -3.41e-027
  24    -3.72e+002     0.00e+000     0.00e+000    -1.54e+000     6.67e-013    -3.80e-027
 单元号：             28
高斯点     Stre11       Stre22        Stre33        Stre12        Stre13        Stre23
   1    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
   2    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
   3    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
   4    -2.11e+002     0.00e+000     0.00e+000    -3.05e+000    -3.02e-013    -1.95e-028
   5    -2.11e+002     0.00e+000     0.00e+000    -3.05e+000    -3.02e-013    -1.95e-028
   6    -1.73e+002     0.00e+000     0.00e+000    -3.05e+000    -6.04e-013    -2.89e-028
   7    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
   8    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
   9    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
  10    -2.86e+002     0.00e+000     0.00e+000    -3.05e+000     3.02e-013    -1.95e-028
  11    -2.86e+002     0.00e+000     0.00e+000    -3.05e+000     3.02e-013    -1.95e-028
  12    -3.23e+002     0.00e+000     0.00e+000    -3.05e+000     6.04e-013    -3.51e-028
  13    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
  14    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
  15    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
  16    -2.11e+002     0.00e+000     0.00e+000    -3.05e+000    -3.02e-013    -1.95e-028
  17    -2.11e+002     0.00e+000     0.00e+000    -3.05e+000    -3.02e-013    -1.95e-028
  18    -1.73e+002     0.00e+000     0.00e+000    -3.05e+000    -6.04e-013    -2.89e-028
  19    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
  20    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
  21    -2.48e+002     0.00e+000     0.00e+000    -3.05e+000     5.99e-017     1.17e-028
  22    -2.86e+002     0.00e+000     0.00e+000    -3.05e+000     3.02e-013    -1.95e-028
  23    -2.86e+002     0.00e+000     0.00e+000    -3.05e+000     3.02e-013    -1.95e-028
  24    -3.23e+002     0.00e+000     0.00e+000    -3.05e+000     6.04e-013    -3.51e-028
 单元号：             29
高斯点     Stre11       Stre22        Stre33        Stre12        Stre13        Stre23
   1    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
   2    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
   3    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
   4    -2.67e+002     0.00e+000     0.00e+000    -4.78e+000    -3.02e-013    -1.01e-027
   5    -2.67e+002     0.00e+000     0.00e+000    -4.78e+000    -3.02e-013    -1.01e-027
   6    -2.78e+002     0.00e+000     0.00e+000    -4.78e+000    -6.04e-013    -7.92e-028
   7    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
   8    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
   9    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
  10    -2.45e+002     0.00e+000     0.00e+000    -4.78e+000     3.02e-013    -1.12e-027
  11    -2.45e+002     0.00e+000     0.00e+000    -4.78e+000     3.02e-013    -1.12e-027
  12    -2.33e+002     0.00e+000     0.00e+000    -4.78e+000     6.05e-013    -6.90e-028
  13    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
  14    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
  15    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
  16    -2.67e+002     0.00e+000     0.00e+000    -4.78e+000    -3.02e-013    -1.01e-027
  17    -2.67e+002     0.00e+000     0.00e+000    -4.78e+000    -3.02e-013    -1.01e-027
  18    -2.78e+002     0.00e+000     0.00e+000    -4.78e+000    -6.04e-013    -7.92e-028
  19    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
  20    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
  21    -2.56e+002     0.00e+000     0.00e+000    -4.78e+000     5.99e-017    -6.66e-028
  22    -2.45e+002     0.00e+000     0.00e+000    -4.78e+000     3.02e-013    -1.12e-027
  23    -2.45e+002     0.00e+000     0.00e+000    -4.78e+000     3.02e-013    -1.12e-027
  24    -2.33e+002     0.00e+000     0.00e+000    -4.78e+000     6.05e-013    -6.90e-028
 单元号：             30
高斯点     Stre11       Stre22        Stre33        Stre12        Stre13        Stre23
   1    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
   2    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
   3    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
   4    -3.49e+002     0.00e+000     0.00e+000    -6.73e+000    -2.72e-013    -4.16e-028
   5    -3.49e+002     0.00e+000     0.00e+000    -6.73e+000    -2.72e-013    -4.16e-028
   6    -4.35e+002     0.00e+000     0.00e+000    -6.73e+000    -5.44e-013    -4.96e-028
   7    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
   8    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
   9    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
  10    -1.78e+002     0.00e+000     0.00e+000    -6.73e+000     2.72e-013    -3.88e-028
  11    -1.78e+002     0.00e+000     0.00e+000    -6.73e+000     2.72e-013    -3.88e-028
  12    -9.31e+001     0.00e+000     0.00e+000    -6.73e+000     5.45e-013    -6.01e-028
  13    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
  14    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
  15    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
  16    -3.49e+002     0.00e+000     0.00e+000    -6.73e+000    -2.72e-013    -4.16e-028
  17    -3.49e+002     0.00e+000     0.00e+000    -6.73e+000    -2.72e-013    -4.16e-028
  18    -4.35e+002     0.00e+000     0.00e+000    -6.73e+000    -5.44e-013    -4.96e-028
  19    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
  20    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
  21    -2.64e+002     0.00e+000     0.00e+000    -6.73e+000     5.99e-017    -4.02e-028
  22    -1.78e+002     0.00e+000     0.00e+000    -6.73e+000     2.72e-013    -3.88e-028
  23    -1.78e+002     0.00e+000     0.00e+000    -6.73e+000     2.72e-013    -3.88e-028
  24    -9.31e+001     0.00e+000     0.00e+000    -6.73e+000     5.45e-013    -6.01e-028

     ***************************************
                   第    7   荷载步
     ***************************************


              节点位移 
=======================================

 节点号        u            V            W           Rx           Ry           Rz
    1     -7.89e-029   -6.61e-029    5.70e-050    2.01e-041   -3.36e-042    1.99e-027
    2     -9.24e-002    4.33e-002    6.40e-016    3.89e-018    9.25e-020    3.44e-004
    3     -2.37e-001    1.67e-001    2.37e-015    7.73e-018    2.05e-019    3.87e-004
    4     -3.56e-001    2.73e-001    4.96e-015    1.15e-017    1.32e-019    2.46e-004
    5     -4.18e-001    3.06e-001    8.26e-015    1.53e-017    1.22e-019    1.00e-005
    6     -4.20e-001    2.41e-001    1.21e-014    1.91e-017   -3.80e-020   -2.57e-004
    7     -3.72e-001    7.32e-002    1.62e-014    2.30e-017    2.54e-019   -5.10e-004
    8     -2.93e-001   -1.84e-001    2.04e-014    2.70e-017    6.29e-019   -7.16e-004
    9     -2.01e-001   -5.09e-001    2.45e-014    3.08e-017    9.25e-019   -8.56e-004
   10     -1.12e-001   -8.74e-001    2.83e-014    3.47e-017    1.07e-018   -9.22e-004
   11     -3.92e-002   -1.25e+000    3.17e-014    3.80e-017    1.44e-018   -9.10e-004
   12      1.11e-002   -1.60e+000    3.46e-014    4.08e-017    1.52e-018   -8.27e-004
   13      3.65e-002   -1.91e+000    3.69e-014    4.34e-017    1.23e-018   -6.80e-004
   14      3.89e-002   -2.14e+000    3.86e-014    4.61e-017    9.39e-019   -4.83e-004
   15      2.41e-002   -2.29e+000    3.96e-014    4.80e-017    6.24e-019   -2.50e-004
   16     -5.67e-013   -2.34e+000    3.99e-014    4.81e-017    2.74e-019   -8.84e-016
   17     -2.41e-002   -2.29e+000    3.94e-014    4.61e-017   -6.64e-020    2.50e-004
   18     -3.89e-002   -2.14e+000    3.82e-014    4.35e-017   -3.43e-019    4.83e-004
   19     -3.65e-002   -1.91e+000    3.64e-014    4.11e-017   -6.82e-019    6.80e-004
   20     -1.11e-002   -1.60e+000    3.40e-014    3.84e-017   -6.76e-019    8.27e-004
   21      3.92e-002   -1.25e+000    3.10e-014    3.52e-017   -3.62e-019    9.10e-004
   22      1.12e-001   -8.74e-001    2.75e-014    3.16e-017   -3.09e-019    9.22e-004
   23      2.01e-001   -5.09e-001    2.37e-014    2.80e-017   -9.16e-020    8.56e-004
   24      2.93e-001   -1.84e-001    1.97e-014    2.47e-017    2.47e-019    7.16e-004
   25      3.72e-001    7.32e-002    1.55e-014    2.10e-017    6.72e-019    5.10e-004
   26      4.20e-001    2.41e-001    1.15e-014    1.74e-017    3.98e-019    2.57e-004
   27      4.18e-001    3.06e-001    7.88e-015    1.39e-017    2.64e-019   -1.00e-005
   28      3.56e-001    2.73e-001    4.76e-015    1.04e-017    1.68e-019   -2.46e-004
   29      2.37e-001    1.67e-001    2.28e-015    7.08e-018    9.14e-020   -3.87e-004
   30      9.24e-002    4.33e-002    6.12e-016    3.52e-018    8.03e-020   -3.44e-004
   31      7.89e-029   -6.61e-029   -4.56e-047    1.82e-041    4.05e-042   -1.99e-027


              单元应变 
=======================================

 单元号：              1
高斯点     Stra11       Stra22        Stra33        Stra12        Stra13        Stra23
   1    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
   2    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
   3    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
   4    -1.07e-004     0.00e+000     0.00e+000     4.96e-006     2.31e-019    -3.53e-034
   5    -1.07e-004     0.00e+000     0.00e+000     4.96e-006     2.31e-019    -3.53e-034
   6    -1.34e-004     0.00e+000     0.00e+000     4.96e-006     4.62e-019    -4.20e-034
   7    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
   8    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
   9    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
  10    -5.49e-005     0.00e+000     0.00e+000     4.96e-006    -2.31e-019    -3.27e-034
  11    -5.49e-005     0.00e+000     0.00e+000     4.96e-006    -2.31e-019    -3.27e-034
  12    -2.86e-005     0.00e+000     0.00e+000     4.96e-006    -4.62e-019    -5.09e-034
  13    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
  14    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
  15    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
  16    -1.07e-004     0.00e+000     0.00e+000     4.96e-006     2.31e-019    -3.53e-034
  17    -1.07e-004     0.00e+000     0.00e+000     4.96e-006     2.31e-019    -3.53e-034
  18    -1.34e-004     0.00e+000     0.00e+000     4.96e-006     4.62e-019    -4.20e-034
  19    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
  20    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
  21    -8.11e-005     0.00e+000     0.00e+000     4.96e-006     1.33e-025    -3.40e-034
  22    -5.49e-005     0.00e+000     0.00e+000     4.96e-006    -2.31e-019    -3.27e-034
  23    -5.49e-005     0.00e+000     0.00e+000     4.96e-006    -2.31e-019    -3.27e-034
  24    -2.86e-005     0.00e+000     0.00e+000     4.96e-006    -4.62e-019    -5.09e-034
 单元号：              2
高斯点     Stra11       Stra22        Stra33        Stra12        Stra13        Stra23
   1    -7.86e-005     0.00e+000     0.00e+000     3.53e-006     2.22e-025    -5.49e-034
   2    -7.86e-005     0.00e+000     0.00e+000     3.53e-006     2.22e-025    -5.49e-034
   3    -7.86e-005     0.00e+000     0.00e+000     3.53e-006     2.22e-025    -5.49e-034
